gene,species,species_code,transcript_id,sequence_id,window_index,start,end,center,absolute_start,absolute_end,absolute_center,window_size,step_size,entropy_method,k,invalid_symbol_count,invalid_symbols,entropy,status,word_length,used_length
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,342,34100,35100,34600.0,34100,35100,34600.0,1000,100,jin,3,0,,0.9470194071549646,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,343,34200,35200,34700.0,34200,35200,34700.0,1000,100,jin,3,0,,0.9517154991265556,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,344,34300,35300,34800.0,34300,35300,34800.0,1000,100,jin,3,0,,0.9494805839764692,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,345,34400,35400,34900.0,34400,35400,34900.0,1000,100,jin,3,0,,0.9515734431240769,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,346,34500,35500,35000.0,34500,35500,35000.0,1000,100,jin,3,0,,0.9606568007288733,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,347,34600,35600,35100.0,34600,35600,35100.0,1000,100,jin,3,0,,0.9598218943440173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,348,34700,35700,35200.0,34700,35700,35200.0,1000,100,jin,3,0,,0.965322796014377,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,349,34800,35800,35300.0,34800,35800,35300.0,1000,100,jin,3,0,,0.9645159074782549,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,350,34900,35900,35400.0,34900,35900,35400.0,1000,100,jin,3,0,,0.963617429328306,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,351,35000,36000,35500.0,35000,36000,35500.0,1000,100,jin,3,0,,0.9611467133414822,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,352,35100,36100,35600.0,35100,36100,35600.0,1000,100,jin,3,0,,0.9630941194501293,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,353,35200,36200,35700.0,35200,36200,35700.0,1000,100,jin,3,0,,0.9548640849146577,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,354,35300,36300,35800.0,35300,36300,35800.0,1000,100,jin,3,0,,0.9544362376040816,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,355,35400,36400,35900.0,35400,36400,35900.0,1000,100,jin,3,0,,0.9598218943440173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,356,35500,36500,36000.0,35500,36500,36000.0,1000,100,jin,3,0,,0.9618878122127906,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,357,35600,36600,36100.0,35600,36600,36100.0,1000,100,jin,3,0,,0.9567693807724708,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,358,35700,36700,36200.0,35700,36700,36200.0,1000,100,jin,3,0,,0.952693730283472,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,359,35800,36800,36300.0,35800,36800,36300.0,1000,100,jin,3,0,,0.9557107509304741,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,360,35900,36900,36400.0,35900,36900,36400.0,1000,100,jin,3,0,,0.9447609959456237,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,361,36000,37000,36500.0,36000,37000,36500.0,1000,100,jin,3,0,,0.9538702923158953,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,362,36100,37100,36600.0,36100,37100,36600.0,1000,100,jin,3,0,,0.958763069653047,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,363,36200,37200,36700.0,36200,37200,36700.0,1000,100,jin,3,0,,0.9585700777657379,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,364,36300,37300,36800.0,36300,37300,36800.0,1000,100,jin,3,0,,0.9518135027423246,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,365,36400,37400,36900.0,36400,37400,36900.0,1000,100,jin,3,0,,0.9499814374408935,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,366,36500,37500,37000.0,36500,37500,37000.0,1000,100,jin,3,0,,0.957104694317298,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,367,36600,37600,37100.0,36600,37600,37100.0,1000,100,jin,3,0,,0.9605407263101974,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,368,36700,37700,37200.0,36700,37700,37200.0,1000,100,jin,3,0,,0.9584748084414242,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,369,36800,37800,37300.0,36800,37800,37300.0,1000,100,jin,3,0,,0.9544362376040816,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,370,36900,37900,37400.0,36900,37900,37400.0,1000,100,jin,3,0,,0.9535712975971317,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,371,37000,38000,37500.0,37000,38000,37500.0,1000,100,jin,3,0,,0.9368513110627258,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,372,37100,38100,37600.0,37100,38100,37600.0,1000,100,jin,3,0,,0.9283932201217739,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,373,37200,38200,37700.0,37200,38200,37700.0,1000,100,jin,3,0,,0.9346790590005648,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,374,37300,38300,37800.0,37300,38300,37800.0,1000,100,jin,3,0,,0.9569588018513753,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,375,37400,38400,37900.0,37400,38400,37900.0,1000,100,jin,3,0,,0.9544362376040816,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,376,37500,38500,38000.0,37500,38500,38000.0,1000,100,jin,3,0,,0.9598218943440173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,377,37600,38600,38100.0,37600,38600,38100.0,1000,100,jin,3,0,,0.957104694317298,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,378,37700,38700,38200.0,37700,38700,38200.0,1000,100,jin,3,0,,0.9619816197263381,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,379,37800,38800,38300.0,37800,38800,38300.0,1000,100,jin,3,0,,0.9572002951150315,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,380,37900,38900,38400.0,37900,38900,38400.0,1000,100,jin,3,0,,0.9645159074782549,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,381,38000,39000,38500.0,38000,39000,38500.0,1000,100,jin,3,0,,0.9669047897726696,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,382,38100,39100,38600.0,38100,39100,38600.0,1000,100,jin,3,0,,0.9498309358034674,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,383,38200,39200,38700.0,38200,39200,38700.0,1000,100,jin,3,0,,0.9465330176696763,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,384,38300,39300,38800.0,38300,39300,38800.0,1000,100,jin,3,0,,0.9459237458027022,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,385,38400,39400,38900.0,38400,39400,38900.0,1000,100,jin,3,0,,0.9502020250307263,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,386,38500,39500,39000.0,38500,39500,39000.0,1000,100,jin,3,0,,0.9513768955236701,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,387,38600,39600,39100.0,38600,39600,39100.0,1000,100,jin,3,0,,0.94568635165386,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,388,38700,39700,39200.0,38700,39700,39200.0,1000,100,jin,3,0,,0.9490234540672606,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,389,38800,39800,39300.0,38800,39800,39300.0,1000,100,jin,3,0,,0.9553992666483446,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,390,38900,39900,39400.0,38900,39900,39400.0,1000,100,jin,3,0,,0.9576281424256076,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,391,39000,40000,39500.0,39000,40000,39500.0,1000,100,jin,3,0,,0.9565456573153303,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,392,39100,40100,39600.0,39100,40100,39600.0,1000,100,jin,3,0,,0.9559505100380488,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,393,39200,40200,39700.0,39200,40200,39700.0,1000,100,jin,3,0,,0.944715972342415,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,394,39300,40300,39800.0,39300,40300,39800.0,1000,100,jin,3,0,,0.9494805839764692,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,395,39400,40400,39900.0,39400,40400,39900.0,1000,100,jin,3,0,,0.9441497952408078,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,396,39500,40500,40000.0,39500,40500,40000.0,1000,100,jin,3,0,,0.957104694317298,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,397,39600,40600,40100.0,39600,40600,40100.0,1000,100,jin,3,0,,0.9577766687992475,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,398,39700,40700,40200.0,39700,40700,40200.0,1000,100,jin,3,0,,0.9603769194234101,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,399,39800,40800,40300.0,39800,40800,40300.0,1000,100,jin,3,0,,0.9483602573945125,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,400,39900,40900,40400.0,39900,40900,40400.0,1000,100,jin,3,0,,0.9566828519308935,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,401,40000,41000,40500.0,40000,41000,40500.0,1000,100,jin,3,0,,0.960945524428248,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,402,40100,41100,40600.0,40100,41100,40600.0,1000,100,jin,3,0,,0.9644189384475942,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,403,40200,41200,40700.0,40200,41200,40700.0,1000,100,jin,3,0,,0.9452585043432838,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,404,40300,41300,40800.0,40300,41300,40800.0,1000,100,jin,3,0,,0.9401575051869094,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,405,40400,41400,40900.0,40400,41400,40900.0,1000,100,jin,3,0,,0.957104694317298,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,406,40500,41500,41000.0,40500,41500,41000.0,1000,100,jin,3,0,,0.9633186862954178,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,407,40600,41600,41100.0,40600,41600,41100.0,1000,100,jin,3,0,,0.9607737016783479,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,408,40700,41700,41200.0,40700,41700,41200.0,1000,100,jin,3,0,,0.9584748084414242,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,409,40800,41800,41300.0,40800,41800,41300.0,1000,100,jin,3,0,,0.9625379961878516,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,410,40900,41900,41400.0,40900,41900,41400.0,1000,100,jin,3,0,,0.9699491006972414,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,411,41000,42000,41500.0,41000,42000,41500.0,1000,100,jin,3,0,,0.9616033235936651,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,412,41100,42100,41600.0,41100,42100,41600.0,1000,100,jin,3,0,,0.9545672190113983,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,413,41200,42200,41700.0,41200,42200,41700.0,1000,100,jin,3,0,,0.9620281472230771,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,414,41300,42300,41800.0,41300,42300,41800.0,1000,100,jin,3,0,,0.9490177338124521,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,415,41400,42400,41900.0,41400,42400,41900.0,1000,100,jin,3,0,,0.9636980405303827,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,416,41500,42500,42000.0,41500,42500,42000.0,1000,100,jin,3,0,,0.9622926103308411,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,417,41600,42600,42100.0,41600,42600,42100.0,1000,100,jin,3,0,,0.9430723618476948,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,418,41700,42700,42200.0,41700,42700,42200.0,1000,100,jin,3,0,,0.958763069653047,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,419,41800,42800,42300.0,41800,42800,42300.0,1000,100,jin,3,0,,0.9562580283014815,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,420,41900,42900,42400.0,41900,42900,42400.0,1000,100,jin,3,0,,0.9678990782626893,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,421,42000,43000,42500.0,42000,43000,42500.0,1000,100,jin,3,0,,0.9661189969705314,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,422,42100,43100,42600.0,42100,43100,42600.0,1000,100,jin,3,0,,0.9594412856725287,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,423,42200,43200,42700.0,42200,43200,42700.0,1000,100,jin,3,0,,0.9576824410106748,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,424,42300,43300,42800.0,42300,43300,42800.0,1000,100,jin,3,0,,0.9360101854556214,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,425,42400,43400,42900.0,42400,43400,42900.0,1000,100,jin,3,0,,0.9475792758154303,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,426,42500,43500,43000.0,42500,43500,43000.0,1000,100,jin,3,0,,0.9508314788803182,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,427,42600,43600,43100.0,42600,43600,43100.0,1000,100,jin,3,0,,0.9435159970226743,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,428,42700,43700,43200.0,42700,43700,43200.0,1000,100,jin,3,0,,0.95471103739663,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,429,42800,43800,43300.0,42800,43800,43300.0,1000,100,jin,3,0,,0.9591706121860714,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,430,42900,43900,43400.0,42900,43900,43400.0,1000,100,jin,3,0,,0.9577766687992475,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,431,43000,44000,43500.0,43000,44000,43500.0,1000,100,jin,3,0,,0.9627192531553496,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,432,43100,44100,43600.0,43100,44100,43600.0,1000,100,jin,3,0,,0.9459237458027022,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,433,43200,44200,43700.0,43200,44200,43700.0,1000,100,jin,3,0,,0.9490037336565003,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,434,43300,44300,43800.0,43300,44300,43800.0,1000,100,jin,3,0,,0.9463368903387472,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,435,43400,44400,43900.0,43400,44400,43900.0,1000,100,jin,3,0,,0.9410415254331469,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,436,43500,44500,44000.0,43500,44500,44000.0,1000,100,jin,3,0,,0.9408454783713723,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,437,43600,44600,44100.0,43600,44600,44100.0,1000,100,jin,3,0,,0.9410415254331469,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,438,43700,44700,44200.0,43700,44700,44200.0,1000,100,jin,3,0,,0.937762120811215,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,439,43800,44800,44300.0,43800,44800,44300.0,1000,100,jin,3,0,,0.9557107509304741,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,440,43900,44900,44400.0,43900,44900,44400.0,1000,100,jin,3,0,,0.9548640849146577,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,441,44000,45000,44500.0,44000,45000,44500.0,1000,100,jin,3,0,,0.9429493860845036,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,442,44100,45100,44600.0,44100,45100,44600.0,1000,100,jin,3,0,,0.9411812499878204,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,443,44200,45200,44700.0,44200,45200,44700.0,1000,100,jin,3,0,,0.944715972342415,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,444,44300,45300,44800.0,44300,45300,44800.0,1000,100,jin,3,0,,0.9432903175366686,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,445,44400,45400,44900.0,44400,45400,44900.0,1000,100,jin,3,0,,0.9545672190113983,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,446,44500,45500,45000.0,44500,45500,45000.0,1000,100,jin,3,0,,0.9576824410106748,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,447,44600,45600,45100.0,44600,45600,45100.0,1000,100,jin,3,0,,0.9594000519576128,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,448,44700,45700,45200.0,44700,45700,45200.0,1000,100,jin,3,0,,0.9575235970116281,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,449,44800,45800,45300.0,44800,45800,45300.0,1000,100,jin,3,0,,0.9680645484475331,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,450,44900,45900,45400.0,44900,45900,45400.0,1000,100,jin,3,0,,0.9677956003066336,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,451,45000,46000,45500.0,45000,46000,45500.0,1000,100,jin,3,0,,0.9697286380351525,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,452,45100,46100,45600.0,45100,46100,45600.0,1000,100,jin,3,0,,0.9607248709550777,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,453,45200,46200,45700.0,45200,46200,45700.0,1000,100,jin,3,0,,0.950596205416104,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,454,45300,46300,45800.0,45300,46300,45800.0,1000,100,jin,3,0,,0.9471547572866195,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,455,45400,46400,45900.0,45400,46400,45900.0,1000,100,jin,3,0,,0.9425122038421018,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,456,45500,46500,46000.0,45500,46500,46000.0,1000,100,jin,3,0,,0.94568635165386,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,457,45600,46600,46100.0,45600,46600,46100.0,1000,100,jin,3,0,,0.957939600702154,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,458,45700,46700,46200.0,45700,46700,46200.0,1000,100,jin,3,0,,0.9605407263101974,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,459,45800,46800,46300.0,45800,46800,46300.0,1000,100,jin,3,0,,0.960133183777173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,460,45900,46900,46400.0,45900,46900,46400.0,1000,100,jin,3,0,,0.9685762904141998,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,461,46000,47000,46500.0,46000,47000,46500.0,1000,100,jin,3,0,,0.9634909017050671,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,462,46100,47100,46600.0,46100,47100,46600.0,1000,100,jin,3,0,,0.9521526813689573,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,463,46200,47200,46700.0,46200,47200,46700.0,1000,100,jin,3,0,,0.9598218943440173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,464,46300,47300,46800.0,46300,47300,46800.0,1000,100,jin,3,0,,0.9661189969705314,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,465,46400,47400,46900.0,46400,47400,46900.0,1000,100,jin,3,0,,0.9689628659803668,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,466,46500,47500,47000.0,46500,47500,47000.0,1000,100,jin,3,0,,0.9663771667616429,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,467,46600,47600,47100.0,46600,47600,47100.0,1000,100,jin,3,0,,0.9459237458027022,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,468,46700,47700,47200.0,46700,47700,47200.0,1000,100,jin,3,0,,0.9325063236139132,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,469,46800,47800,47300.0,46800,47800,47300.0,1000,100,jin,3,0,,0.9494805839764692,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,470,46900,47900,47400.0,46900,47900,47400.0,1000,100,jin,3,0,,0.9607248709550777,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,471,47000,48000,47500.0,47000,48000,47500.0,1000,100,jin,3,0,,0.9563612385220357,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,472,47100,48100,47600.0,47100,48100,47600.0,1000,100,jin,3,0,,0.9649207055963055,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,473,47200,48200,47700.0,47200,48200,47700.0,1000,100,jin,3,0,,0.9690578267788604,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,474,47300,48300,47800.0,47300,48300,47800.0,1000,100,jin,3,0,,0.9598218943440173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,475,47400,48400,47900.0,47400,48400,47900.0,1000,100,jin,3,0,,0.9641513152545361,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,476,47500,48500,48000.0,47500,48500,48000.0,1000,100,jin,3,0,,0.9558981728656798,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,477,47600,48600,48100.0,47600,48600,48100.0,1000,100,jin,3,0,,0.9532668591447996,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,478,47700,48700,48200.0,47700,48700,48200.0,1000,100,jin,3,0,,0.9644189384475942,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,479,47800,48800,48300.0,47800,48800,48300.0,1000,100,jin,3,0,,0.9645159074782549,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,480,47900,48900,48400.0,47900,48900,48400.0,1000,100,jin,3,0,,0.9598218943440173,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,481,48000,49000,48500.0,48000,49000,48500.0,1000,100,jin,3,0,,0.9605407263101974,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,482,48100,49100,48600.0,48100,49100,48600.0,1000,100,jin,3,0,,0.9518360136822589,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,483,48200,49200,48700.0,48200,49200,48700.0,1000,100,jin,3,0,,0.9558981728656798,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,484,48300,49300,48800.0,48300,49300,48800.0,1000,100,jin,3,0,,0.9531971048872722,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,485,48400,49400,48900.0,48400,49400,48900.0,1000,100,jin,3,0,,0.9492378247081721,ok,4,259
BRCA1,Homo sapiens,hs,NM_007294.3,Homo_sapiens_BRCA1_locus,486,48500,49500,49000.0,48500,49500,49000.0,1000,100,jin,3,0,,0.92640585587047,ok,4,259
